"model","manufacturer","resolution_x","resolution_y","pixel_size_um","sensor_format","color_mode","shutter_type","max_fps","interface","bandwidth_mbps","bit_depth","dynamic_range_db","lens_mount"
"A5501MU60E","iRAYPLE","2592","2048","4.8","1""CMOS","Mono","Global","60","USB3","380","10","60","C"
"A5B57CG200E","iRAYPLE","5120","5120","2.5","CMOS","Color","Global","4","GigE","120","12","64","C"
"A5B57CU200E","iRAYPLE","5120","5120","2.5","1.1""CMOS","Color","Global","14","USB3","380","12","64","C"
"A5B57MG200E","iRAYPLE","5120","5120","2.5","1.1""CMOS","Mono","Global","4","GigE","120","12","64","C"
"A5B57MK200E","iRAYPLE","5120","5120","2.5","1.1""CMOS","Mono","Global","30","CameraLink","680","10","64","C"
"A5B57MU200E","iRAYPLE","5120","5120","2.5","1.1""CMOS","Mono","Global","14","USB3","380","12","64","C"
"A7040CG000E","iRAYPLE","720","540","6.9","1/2.9''CMOS","Color","Global","300","GigE","120","12","70","C"
"A7040CK402E","iRAYPLE","720","540","6.9","1/2.9"" CMOS","Color","Global","349","CameraLink","680","10","70","C"
"A7040CU000E","iRAYPLE","720","540","6.9","1/2.9"" CMOS","Color","Global","437","USB3","380","10","70","C"
"A7040MG000E","iRAYPLE","720","540","6.9","1/2.9''CMOS","Mono","Global","300","GigE","120","12","70","C"
"A7040MK402E","iRAYPLE","720","540","6.9","1/2.9"" CMOS","Mono","Global","349","CameraLink","680","10","70","C"
"A7040MU000E","iRAYPLE","720","540","6.9","1/2.9"" CMOS","Mono","Global","437","USB3","380","10","70","C"
"A7160CG000E","iRAYPLE","1440","1080","3.45","1/2.9''CMOS","Color","Global","77","GigE","120","12","70","C"
"A7160CU000E","iRAYPLE","1440","1080","3.45","1/2.9""CMOS","Color","Global","249","USB3","380","12","70","C"
"A7160MG000E","iRAYPLE","1440","1080","3.45","1/2.9""CMOS","Mono","Global","77","GigE","120","12","60","C"
"A7160MU000E","iRAYPLE","1440","1080","3.45","1/2.9""CMOS","Mono","Global","249","USB3","380","12","70","C"
"A7200CG30E","iRAYPLE","1920","1200","5.86","1/1.2''CMOS","Color","Global","38","GigE","120","12","70","C"
"A7200CU130E","iRAYPLE","1920","1200","5.86","1/1.2"" CMOS","Color","Global","164","USB3","380","10","70","C"
"A7200MG30E","iRAYPLE","1920","1200","5.86","1/1.2''CMOS","Mono","Global","38","GigE","120","12","70","C"
"A7200MU130E","iRAYPLE","1920","1200","5.86","1/1.2"" CMOS","Mono","Global","164","USB3","380","10","70","C"
"A7230CU000E","iRAYPLE","1920","1200","3.45","1/2.3""CMOS","Color","Global","167","USB3","380","10","70","C"
"A7230MU000E","iRAYPLE","1920","1200","3.45","1/2.3""CMOS","Mono","Global","167","USB3","380","10","70","C"
"A7300CG30E","iRAYPLE","2048","1536","3.45","1/1.8''CMOS","Color","Global","36","GigE","120","12","70","C"
"A7300CU90E","iRAYPLE","2048","1536","3.45","1/1.8"" CMOS","Color","Global","120","USB3","380","10","70","C"
"A7300MG30E","iRAYPLE","2048","1536","3.45","1/1.8''CMOS","Mono","Global","36","GigE","120","12","70","C"
"A7300MK200E","iRAYPLE","2048","1536","3.45","1/1.8"" CMOS","Mono","Global","188","CameraLink","680","10","70","C"
"A7300MU90E","iRAYPLE","2048","1536","3.45","1/1.8"" CMOS","Mono","Global","120","USB3","380","10","70","C"
"A7500CG20E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Color","Global","24","GigE","120","12","60","C"
"A7500CK200E","iRAYPLE","2448","2048","3.45","2/3"" CMOS","Color","Global","150","CameraLink","680","10","70","C"
"A7500CU35E","iRAYPLE","2448","2048","3.45","2/3"" CMOS","Color","Global","68","USB3","380","12","70","C"
"A7500CU75E","iRAYPLE","2448","2048","3.45","2/3"" CMOS","Color","Global","75","USB3","380","10","70","C"
"A7500MG20E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Mono","Global","24","GigE","120","12","60","C"
"A7500MK200E","iRAYPLE","2448","2048","3.45","2/3"" CMOS","Mono","Global","150","CameraLink","680","10","70","C"
"A7500MK402E","iRAYPLE","2448","2048","3.45","2/3"" CMOS","Mono","Global","30.2","CameraLink","680","12","70","C"
"A7500MU35E","iRAYPLE","2448","2048","3.45","2/3"" CMOS","Mono","Global","68","USB3","380","12","70","C"
"A7500MU75E","iRAYPLE","2448","2048","3.45","2/3"" CMOS","Mono","Global","75","USB3","380","10","70","C"
"A7501CG010E","iRAYPLE","2592","2048","3.2","2/3""CMOS","Color","Global","21","GigE","120","12","60","C"
"A7501CU001E","iRAYPLE","2592","2048","3.2","2/3""CMOS","Color","Global","43","USB3","380","12","70","C"
"A7501MG010E","iRAYPLE","2592","2048","3.2","2/3""CMOS","Mono","Global","21","GigE","120","12","60","C"
"A7501MU000E","iRAYPLE","2592","2048","3.2","2/3""CMOS","Mono","Global","71","USB3","380","12","70","C"
"A7501MU001E","iRAYPLE","2592","2048","3.2","2/3""CMOS","Mono","Global","43","USB3","380","12","64","C"
"A7900CG13E","iRAYPLE","4096","2160","3.45","1''CMOS","Color","Global","13","GigE","120","12","70","C"
"A7900CG400E","iRAYPLE","4096","2160","3.45","1''CMOS","Color","Global","13","GigE","120","12","70","C"
"A7900CK401E","iRAYPLE","4096","2160","3.45","1""CMOS","Color","Global","27","CameraLink","680","8","70","C"
"A7900CU200E","iRAYPLE","4096","2160","3.45","1""CMOS","Color","Global","40","USB3","380","10","70","C"
"A7900CU201E","iRAYPLE","4096","2160","3.45","1"" CMOS","Color","Global","32","USB3","380","12","70","C"
"A7900MG13E","iRAYPLE","4096","2160","3.45","1''CMOS","Mono","Global","13","GigE","120","12","70","C"
"A7900MG400E","iRAYPLE","4096","2160","3.45","1''CMOS","Mono","Global","13","GigE","120","12","70","C"
"A7900MU200E","iRAYPLE","4096","2160","3.45","1"" CMOS","Mono","Global","40","USB3","380","10","70","C"
"A7900MU201E","iRAYPLE","4096","2160","3.45","1"" CMOS","Mono","Global","32","USB3","380","12","70","C"
"A7A20CG9E","iRAYPLE","4096","3000","3.45","1.1''CMOS","Color","Global","9","GigE","120","12","70","C"
"A7A20CK401E","iRAYPLE","4096","3000","3.45","1.1""CMOS","Color","Global","20","CameraLink","680","10","70","C"
"A7A20CU201E","iRAYPLE","4096","3000","3.45","1.1"" CMOS","Color","Global","30.5","USB3","380","12","70","C"
"A7A20CU30E","iRAYPLE","4096","3000","3.45","1.1"" CMOS","Color","Global","30","USB3","380","10","70","C"
"A7A20MG9E","iRAYPLE","4096","3000","3.45","1.1''CMOS","Mono","Global","9","GigE","120","12","70","C"
"A7A20MK401E","iRAYPLE","4096","3000","3.45","1.1"" CMOS","Mono","Global","20","CameraLink","680","10","70","C"
"A7A20MU201E","iRAYPLE","4096","3000","3.45","1.1"" CMOS","Mono","Global","30.5","USB3","380","12","70","C"
"A7A20MU30E","iRAYPLE","4096","3000","3.45","1.1"" CMOS","Mono","Global","30","USB3","380","10","70","C"
"A7A21CK401E","iRAYPLE","4096","3072","3.2","1""CMOS","Color","Global","18","CameraLink","680","10","70","C"
"A7A21MG400E","iRAYPLE","4096","3072","3.2","1''CMOS","Mono","Global","9","GigE","120","12","70","C"
"A7A21MK200E","iRAYPLE","4096","3072","3.2","1"" CMOS","Mono","Global","56","CameraLink","680","10","70","C"
"A7A21MK401E","iRAYPLE","4096","3072","3.2","1""CMOS","Mono","Global","18","CameraLink","680","10","70","C"
"A7A21MU200E","iRAYPLE","4096","3072","3.2","1""CMOS","Mono","Global","28.6","USB3","380","12","65","C"
"A7A2AMU000E","iRAYPLE","4096","3000","2.74","1/1.1""CMOS","Mono","Global","31","USB3","380","10","70","C"
"A9507CX703E","iRAYPLE","2592","2160","2.5","6.5 mm × 5.4 mm CMOS","Color","Global","210","CoaXPress","1200","10","62","C"
"A9507MX703E","iRAYPLE","2592","2160","2.5","6.5 mm × 5.4 mm CMOS","Mono","Global","210","CoaXPress","1200","12","62","C"
"A9907MX703E","iRAYPLE","4192","2160","2.5","10.5 mm × 5.4 mm CMOS","Mono","Global","120","CoaXPress","1200","12","62","C"
"A9A27CX703E","iRAYPLE","4096","3072","2.5","11.27 mm × 10.24 mm CMOS","Color","Global","85","CoaXPress","1200","12","66.9","C"
"A9A27MX703E","iRAYPLE","4096","3072","2.5","11.27 mm × 10.24 mm CMOS","Mono","Global","85","CoaXPress","1200","12","66.9","C"
"A9A87MX703E","iRAYPLE","4496","4096","2.5","11.27 mm × 10.24 mm CMOS","Mono","Global","64","CoaXPress","1200","12","66.9","C"
"A9B57CP050E","iRAYPLE","5120","5120","2.5","1.1""CMOS","Color","Global","150","CoaXPress","2400","10","63","M58"
"A9B57CP340E","iRAYPLE","5120","5120","2.5","1.1""CMOS","Color","Global","150","CoaXPress","2400","10","63","M42"
"A9B57CX200E","iRAYPLE","5120","5120","2.5","1.1"" CMOS","Color","Global","90","CoaXPress","1200","10","63","C"
"A9B57CX250E","iRAYPLE","5120","5120","2.5","1.1"" CMOS","Color","Global","90","CoaXPress","1200","10","63","M58"
"A9B57CX703E","iRAYPLE","5120","5120","2.5","1.1"" CMOS","Color","Global","41.8","CoaXPress","1200","12","63","C"
"A9B57MP050E","iRAYPLE","5120","5120","2.5","1.1""CMOS","Mono","Global","150","CoaXPress","2400","10","63","M58"
"A9B57MP340E","iRAYPLE","5120","5120","2.5","1.1""CMOS","Mono","Global","150","CoaXPress","2400","10","63","M42"
"A9B57MX200E","iRAYPLE","5120","5120","2.5","1.1"" CMOS","Mono","Global","90","CoaXPress","1200","10","63","C"
"A9B57MX250E","iRAYPLE","5120","5120","2.5","1.1"" CMOS","Mono","Global","90","CoaXPress","1200","10","63","M58"
"A9B57MX703E","iRAYPLE","5120","5120","2.5","1.1""CMOS","Mono","Global","42","CoaXPress","1200","12","63","C"
"AB3051MG020E","iRAYPLE","800","600","4.5","1/3.6""CMOS","Mono","Global","120","GigE","120","10","60","CS-mount"
"AB3131MG023E","iRAYPLE","1280","1024","4.8","1/2""CMOS","Mono","Global","60","GigE","120","10","60","CS-mount"
"AB3138CU000E","iRAYPLE","1280","1024","4","1/2.7""CMOS","Color","Global","201","USB3","380","10","60","C"
"AB3138MU000E","iRAYPLE","1280","1024","4","1/2.7""CMOS","Mono","Global","201","USB3","380","10","60","C"
"AB3600CU000E","iRAYPLE","3072","2048","2.4","1/1.8""CMOS","Color","Rolling","60","USB3","380","10","66","C"
"AB3600CU010E","iRAYPLE","3072","2048","2.4","1/1.8""CMOS","Color","Rolling","60","USB3","380","10","66","M12"
"AB3600MG000E","iRAYPLE","3072","2048","2.4","1/1.8""CMOS","Mono","Rolling","18","GigE","120","10","60","C"
"AB3600MU000E","iRAYPLE","3072","2048","2.4","1/1.8""CMOS","Mono","Rolling","60","USB3","380","10","66","C"
"AB3A20CU000E","iRAYPLE","4000","3000","1.85","1/1.7""CMOS","Color","Rolling","30","USB3","380","10","66","C"
"AB3A20MU000E","iRAYPLE","4000","3000","1.85","1/1.7""CMOS","Mono","Rolling","30","USB3","380","10","66","C"
"AB5131CU000E","iRAYPLE","1280","1024","4.8","1/2""CMOS","Color","Global","208","USB3","380","10","60","C"
"AB5131MU000E","iRAYPLE","1280","1024","4.8","1/2""CMOS","Mono","Global","208","USB3","380","10","60","C"
"AB5207MU212E-C","iRAYPLE","2048","1200","4","1/1.7"" CMOS","Mono","Global","81","USB3","380","10","60","C"
"AB7160CU000E","iRAYPLE","1440","1080","3.45","1/2.9""CMOS","Color","Global","249","USB3","380","12","70","C"
"AB7200MU000E","iRAYPLE","1920","1200","5.86","1/1.2""CMOS","Mono","Global","164","USB3","380","10","70","C"
"AB7200MU102E","iRAYPLE","1920","1200","5.86","1/1.2""CMOS","Mono","Global","164","USB3","380","10","70","C"
"AB7300CU102E","iRAYPLE","2048","1536","3.45","1/1.8""CMOS","Color","Global","120","USB3","380","10","70","C"
"AB7300MU102E","iRAYPLE","2048","1536","3.45","1/1.8""CMOS","Mono","Global","120","USB3","380","10","70","C"
"AB7A20MU102E","iRAYPLE","4096","3000","3.45","1.1"" CMOS","Mono","Global","23.4","USB3","380","12","70","C"
"AE0500GCSE","iRAYPLE","2448","2048","3.45","2/3""CMOS","Color","Global","68","FAKRA","120","12","73","C"
"AE0500GMSE","iRAYPLE","2448","2048","3.45","2/3""CMOS","Mono","Global","68","FAKRA","120","12","73","C"
"AE1200GCSE","iRAYPLE","4096","3000","3.45","1.1""CMOS","Color","Global","30.2","FAKRA","120","12","70.6","C"
"AE1200GMSE","iRAYPLE","4096","3000","3.45","1.1""CMOS","Mono","Global","30.2","FAKRA","120","12","70.6","C"
"AE2000RCSE","iRAYPLE","5472","3648","2.4","1""CMOS","Color","Rolling/GlobalResetRealease","22","FAKRA","120","12","61.5","C"
"AE2000RMSE","iRAYPLE","5472","3648","2.4","1""CMOS","Mono","Rolling/GlobalResetRealease","22","FAKRA","120","12","61.5","C"
"AE3138CG000E","iRAYPLE","1280","1024","4","1/2.7""CMOS","Color","Global","92","GigE","120","10","51.9","C"
"AE3138CG010E","iRAYPLE","1280","1024","4","1/2.7""CMOS","Color","Global","92","GigE","120","10","60","C"
"AE3138MG000E","iRAYPLE","1280","1024","4","1/2.7""CMOS","Mono","Global","92","GigE","120","10","51.7","C"
"AE3138MG010E","iRAYPLE","1280","1024","4","1/2.7""CMOS","Mono","Global","92","GigE","120","10","60","C"
"AE3139CG000E","iRAYPLE","1280","1024","4.8","1/2""CMOS","Color","Global","92","GigE","120","10","65.1","C"
"AE3139MG000E","iRAYPLE","1280","1024","4.8","1/2""CMOS","Mono","Global","92","GigE","120","10","53.4","C"
"AE3504CG000E","iRAYPLE","2592","1944","2.2","1/2.5""CMOS","Color","Rolling/GlobalResetRealease","23","GigE","120","10","65.1","C"
"AE3504CG010E","iRAYPLE","2592","1944","2.2","1/2.5""CMOS","Color","Rolling","23","GigE","120","12","66","C"
"AE3504MG000E","iRAYPLE","2592","1944","2.2","1/2.5""CMOS","Mono","Rolling/GlobalResetRealease","23","GigE","120","10","66.2","C"
"AE3504MG010E","iRAYPLE","2592","1944","2.2","1/2.5""CMOS","Mono","Rolling","23","GigE","120","12","66","C"
"AE3600CG000E","iRAYPLE","3072","2048","2.4","1/1.8""CMOS","Color","Rolling/GlobalResetRealease","19.2","GigE","120","12","73","C"
"AE3600CG010E","iRAYPLE","3072","2048","2.4","1/1.8""CMOS","Color","Rolling","19","GigE","120","12","66","C"
"AE3600MG000E","iRAYPLE","3072","2048","2.4","1/1.7""CMOS","Mono","Rolling/GlobalResetRealease","19.2","GigE","120","12","73","C"
"AE3600MG010E","iRAYPLE","3072","2048","2.4","1/1.8""CMOS","Mono","Rolling","19","GigE","120","12","73","C"
"AE3A20CG000E","iRAYPLE","4024","3036","1.85","1/1.7""CMOS","Color","Rolling/GlobalResetRealease","9.8","GigE","120","12","73","C"
"AE3A20CG010E","iRAYPLE","4000","3000","1.85","1/1.7""CMOS","Color","Rolling","10","GigE","120","12","60","C"
"AE3A20MG000E","iRAYPLE","4024","3036","1.85","1/1.7""CMOS","Mono","Rolling/GlobalResetRealease","9.8","GigE","120","12","73","C"
"AE3A20MG010E","iRAYPLE","4000","3000","1.85","1/1.7""CMOS","Mono","Rolling","10","GigE","120","12","60","C"
"AE3B00CG010E","iRAYPLE","5472","3648","2.4","1""CMOS","Color","Rolling","6","GigE","120","10","60","C"
"AE3B00MG010E","iRAYPLE","5472","3648","2.4","1""CMOS","Mono","Rolling","6","GigE","120","12","60","C"
"AE5048CG000E","iRAYPLE","720","544","6.9","1/2.9""CMOS","Color","Global","308","GigE","120","12","61.5","C"
"AE5048MG000E","iRAYPLE","720","544","6.9","1/2.9""CMOS","Mono","Global","308","GigE","120","12","61.5","C"
"AE5137CG010E","iRAYPLE","1280","1024","4","1/1.7""CMOS","Color","Global","90","GigE","120","12","66","C"
"AE5137MG010E","iRAYPLE","1280","1024","4","1/1.7""CMOS","Mono","Global","90","GigE","120","12","66","C"
"AE5168CG000E","iRAYPLE","1440","1088","3.45","1/2.9""CMOS","Color","Global","77","GigE","120","12","61.5","C"
"AE5168MG000E","iRAYPLE","1440","1088","3.45","1/2.9""CMOS","Mono","Global","77","GigE","120","12","61.5","C"
"AE5200CG010E","iRAYPLE","1624","1240","4.5","1/1.7""CMOS","Color","Global","60","GigE","120","10","60","C"
"AE5200MG010E","iRAYPLE","1624","1240","4.5","1/1.7""CMOS","Mono","Global","60","GigE","120","10","60","C"
"AE5207CG000E","iRAYPLE","2048","1200","4","1/1.7""CMOS","Color","Global","48","GigE","120","12","66","C"
"AE5207CG010E","iRAYPLE","2048","1200","4","1/1.7""CMOS","Color","Global","48","GigE","120","12","66","C"
"AE5207MG000E","iRAYPLE","2048","1200","4","1/1.7""CMOS","Mono","Global","48","GigE","120","12","66.1","C"
"AE5207MG010E","iRAYPLE","2048","1200","4","1/1.7""CMOS","Mono","Global","48","GigE","120","12","66","C"
"AE5208CG000E","iRAYPLE","1600","1200","3.45","1/2.6"" CMOS","Color","Global","62.9","GigE","120","12","61.5","C"
"AE5208MG000E","iRAYPLE","1600","1200","3.45","1/2.6"" CMOS","Mono","Global","62.9","GigE","120","12","61.5","C"
"AE5508CG000E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Color","Global","23","GigE","120","12","61.5","C"
"AE5508CG010E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Color","Global","24","","120","12","61.5",""
"AE5508MG000E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Mono","Global","23","GigE","120","12","61.5","C"
"AE7040CG001E","iRAYPLE","720","540","6.9","1/2.9""CMOS","Color","Global","123","GigE","120","10","68","C"
"AE7040MG001E","iRAYPLE","720","540","6.9","1/2.9""CMOS","Mono","Global","123","GigE","120","10","68","C"
"AE7160CG001E","iRAYPLE","1440","1080","3.45","1/2.9""CMOS","Color","Global","65","GigE","120","10","71","C"
"AE7160CG010E","iRAYPLE","1440","1080","3.45","1/2.9""CMOS","Color","Global","77","GigE","120","12","60","C"
"AE7160MG001E","iRAYPLE","1440","1080","3.45","1/2.9""CMOS","Mono","Global","65","GigE","120","10","71","C"
"AE7160MG010E","iRAYPLE","1440","1080","3.45","1/2.9""CMOS","Mono","Global","77","GigE","120","12","60","C"
"AE7200CG010E","iRAYPLE","1920","1200","5.86","1/1.2""CMOS","Color","Global","38","GigE","120","12","60","C"
"AE7230CG010E","iRAYPLE","1920","1200","3.45","1/2.3""CMOS","Color","Global","52","GigE","120","10","60","C"
"AE7230MG010E","iRAYPLE","1920","1200","3.45","1/2.3""CMOS","Mono","Global","52","GigE","120","10","60","C"
"AE7300CG010E","iRAYPLE","2048","1536","3.45","1/1.8""CMOS","Color","Global","38","GigE","120","12","60","C"
"AE7300MG010E","iRAYPLE","2048","1536","3.45","1/1.8""CMOS","Mono","Global","38","GigE","120","12","60","C"
"AE7500CG000E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Color","Global","24","GigE","120","12","73","C"
"AE7500CG010E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Color","Global","24","GigE","120","12","60","C"
"AE7500MG000E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Mono","Global","24","GigE","120","12","73","C"
"AE7500MG010E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Mono","Global","24","GigE","120","12","60","C"
"AE7501CG010E","iRAYPLE","2592","2048","3.2","2/3""CMOS","Color","Global","22","GigE","120","12","60","C"
"AE7501MG010E","iRAYPLE","2592","2048","3.2","2/3""CMOS","Mono","Global","22","GigE","120","12","60","C"
"AH3600CG000E","iRAYPLE","3072","2048","2.4","1/1.8""CMOS","Color","Rolling/GlobalResetRealease","19.2","GigE","120","12","71.6","C"
"AH3600CU000E","iRAYPLE","3072","2048","2.4","1/1.8""CMOS","Color","Rolling/GlobalResetRealease","60","USB3","380","12","71.7","C"
"AH3600MG000E","iRAYPLE","3072","2048","2.4","1/1.8""CMOS","Mono","Rolling/GlobalResetRealease","19.2","GigE","120","12","71","C"
"AH3600MU000E","iRAYPLE","3072","2048","2.4","1/1.8""CMOS","Mono","Rolling/GlobalResetRealease","60","USB3","380","12","71.7","C"
"AH3800CG010E","iRAYPLE","3840","2160","2","1/1.8""CMOS","Color","Rolling","14.5","GigE","120","12","66.5","C"
